first_cmt,forum_links,last_posts,posts,stock_names
Sultan Johor into this,/servlets/forum/800007042.jsp?fp=24,"Jul 13, 09:55 AM",2,Stock: [BJASSET-WB]: BERJAYA ASSETS BERHAD
time to buy it more n more 7-7.5 ....as LRT 3 project start back. peace~,/servlets/forum/800005479.jsp?fp=24,"Jul 12, 05:25 PM",20,Stock: [SCH-WA]: SCH GROUP BERHAD
Maybe sell today,/servlets/forum/800006744.jsp?fp=24,"Jul 12, 08:08 AM",3,Stock: [HSI-H4E]: HSI-H4E: PW HANG SENG INDEX (MACQ)
"too certain extend, I do believe this one might perform when the underlying pe...",/servlets/forum/800006940.jsp?fp=24,"Jul 10, 08:00 PM",1,Stock: [F&N-CC]: F&N-CC: CW FRASER & NEAVE HOLDINGS BHD (MIBB)
fast in fast out,/servlets/forum/800006627.jsp?fp=24,"Jul 10, 07:55 PM",4,Stock: [TOPGLOV-C30]: TOPGLOV-C30: CW TOP GLOVE CORP BHD (KIBB)
"High risk, high return",/servlets/forum/800007091.jsp?fp=24,"Jul 7, 06:42 PM",1,Stock: [HSI-C3O]: HSI-C3O: CW HANG SENG INDEX (MACQ)
I am looking at TP of 27.5sen for M3Tech  https://klse.i3investor.com/blogs/ma...,/servlets/forum/800005207.jsp?fp=24,"Dec 14, 01:48 PM",36,Stock: [M3TECH-WA]: M3 TECHNOLOGIES (ASIA) BERHAD
"""there can be no guarantees that prices of rice will fall when the domesti...",/servlets/forum/800001200.jsp?fp=24,"Jul 5, 12:48 PM",56,Stock: [BERNAS]: PADIBERAS NASIONAL BHD
"Patimas , under EPF's fund manager huge buy in dated back yr 2004 ..when t...",/servlets/forum/800001263.jsp?fp=24,"Jul 4, 11:54 AM","6,210",Stock: [PATIMAS]: PATIMAS COMPUTERS BHD
what is tp?,/servlets/forum/800006904.jsp?fp=24,"Jul 4, 11:36 AM",3,Stock: [HSI-C3I]: HSI-C3I: CW HANG SENG INDEX (MACQ)
don't bluff lah,/servlets/forum/800003013.jsp?fp=24,"Jun 28, 01:13 PM",38,Stock: [YKGI-WB]: YKGI HOLDINGS BHD - WB 13/20
Anyone know how to fill the conversion form?,/servlets/forum/800003178.jsp?fp=24,"Jun 28, 11:57 AM",422,Stock: [L&G-LA]: LAND & GENERAL BHD-ICULS 13/18
Warrant ceases trading today....,#,"Jun 26, 09:51 PM",8,
Warrant ceases trading today....,/servlets/forum/800006496.jsp?fp=25,"Jun 26, 09:51 PM",8,Stock: [HSI-H4A]: HSI-H4A: PW HANG SENG INDEX (MACQ)
The frog is pronounced dead today. Another money spinning venture accomplished...,/servlets/forum/800006495.jsp?fp=25,"Jun 26, 09:47 PM",11,Stock: [HSI-H2Z]: HSI-H2Z: PW HANG SENG INDEX (MACQ)
matured already???,/servlets/forum/800003039.jsp?fp=25,"Jun 26, 04:57 PM",36,Stock: [KGROUP-WA]: DVM TECHNOLOGY BHD-WARR 13/18
Habis...,/servlets/forum/800005097.jsp?fp=25,"Jun 26, 09:54 AM",64,Stock: [HIAPTEK-WB]: HIAP TECK VENTURE BERHAD
volume so low.... no body dare to play this dangerous counter,/servlets/forum/800006996.jsp?fp=25,"Jun 25, 06:24 PM",1,Stock: [YTL-C19]: YTL-C19: CW YTL CORPORATION BERHAD (CIMB)
LAST AGM : https://www.youtube.com/watch?v=XGJTAYlm6No  I got paid by Jacob Do...,/servlets/forum/800001942.jsp?fp=25,"Jun 23, 03:06 PM","2,551",Stock: [OLDTOWN]: OLDTOWN BHD
Everytime bursa send me the annually statement about the remaining shares I ha...,/servlets/forum/800000514.jsp?fp=25,"Jun 23, 01:31 PM",30,Stock: [EKRAN]: EKRAN BHD
yeahh. show time!!hhaa,/servlets/forum/800002398.jsp?fp=25,"Jun 22, 03:05 PM",58,Stock: [SEACERA-WA]: SEACERA GROUP - WARRANTS 12/17
hahaha.. suddenly this son moving.. wow,/servlets/forum/800001618.jsp?fp=25,"Jun 22, 10:36 AM",1,Stock: [TALIWRK-WA]: TALIWORKS CORP BHD-WA
thanks bro. guess thats what I've to do....,/servlets/forum/800006493.jsp?fp=25,"Jun 21, 05:41 PM",22,Stock: [HSI-C1X]: HSI-C1X: CW HANG SENG INDEX (MACQ)
that mean CM=RM0.,/servlets/forum/800006536.jsp?fp=25,"Jun 21, 09:10 AM",16,Stock: [HENGYUAN-CM]: HENGYUAN-CM: CW HENGYUAN REFINING COMPANY BHD (KIBB)
I bought the stock for the first time. Will this stock KLSE: HENGYUAN-CH (4324...,/servlets/forum/800006246.jsp?fp=25,"Jun 20, 06:16 PM",83,Stock: [HENGYUAN-CH]: HENGYUAN-CH: CW HENGYUAN REFINING COMPANY BERHAD (CIMB)
"Luckily, I disposed of my holdings at breakeven price earlier. This warrant ha...",/servlets/forum/800006742.jsp?fp=25,"Jun 20, 06:34 AM",18,Stock: [HSI-C3D]: HSI-C3D: CW HANG SENG INDEX (MACQ)
u guys should accumulate it now... their glove business is on the run now and ...,/servlets/forum/800006550.jsp?fp=25,"Jun 19, 12:44 PM",2,Stock: [HLT-WA]: HLT GLOBAL BERHAD
same here,/servlets/forum/800000853.jsp?fp=25,"Jun 19, 11:57 AM","3,737",Stock: [LCTH]: LCTH CORP BHD
"Hi guys, I'm new I would like to ask if I'm still holding this stock, ...",/servlets/forum/800000407.jsp?fp=25,"Jun 18, 01:25 PM","2,913",Stock: [PJDEV]: PJ DEVELOPMENT HOLDINGS BHD
no more trade ?,/servlets/forum/800006384.jsp?fp=25,"Jun 13, 09:09 AM",6,Stock: [FGV-C40]: FGV-C40: CW FELDA GLOBAL VENTURES HLDGS BHD (MACQ)
"2622872, 3565464, 3932862  Tha",/servlets/forum/800006509.jsp?fp=25,"Jun 11, 11:59 PM",2,Stock: [FINTEC-WB]: FINTEC GLOBAL BERHAD - Warrants B 2017/2022
tiger-wb gone....ESOS 4:1,/servlets/forum/800003316.jsp?fp=25,"Jun 11, 09:50 PM",46,Stock: [TIGER-WB]: TIGER-WB
this stock still can invest?,/servlets/forum/800006644.jsp?fp=25,"Jun 11, 12:39 PM",13,Stock: [HSI-C3C]: HSI-C3C: CW HANG SENG INDEX (MACQ)
616677,/servlets/forum/800006739.jsp?fp=25,"Jun 10, 12:28 AM",2,Stock: [FBMKLCI-C3Q]: FBMKLCI-C3Q: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ)
4708063 3482132 2377219  4480514,/servlets/forum/800006406.jsp?fp=25,"Jun 8, 10:47 PM",9,Stock: [FBMKLCI-H4M]: FBMKLCI-H4M: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB)
It seems like a great potential stock,/servlets/forum/800006241.jsp?fp=25,"Jun 8, 11:01 AM",11,Stock: [CLOUD]: CLOUDARON GROUP BHD ORDINARY SHARES
没体会Keith ..Lus mal puki,/servlets/forum/800000574.jsp?fp=25,"Nov 25, 01:54 AM",47,Stock: [KFC]: KFC HOLDINGS (M) BHD
"Wow, this company still assist ~ LOL",/servlets/forum/800001318.jsp?fp=25,"Jun 7, 01:04 PM",130,Stock: [EUROSP]: EUROSPAN HOLDINGS BHD
"789920, 3565950",/servlets/forum/800004169.jsp?fp=25,"Jun 5, 05:08 PM",23,Stock: [FBMKLCI-CW]: FBMKLCI-CW
GAMUDA  LOWEST WAS 3.00 BUT NOW IT IS AROUND 3.610....THE DAMN THING IS C-48 S...,/servlets/forum/800006948.jsp?fp=25,"Jun 5, 03:14 PM",1,Stock: [GAMUDA-C48]: GAMUDA-C48: CW GAMUDA BERHAD (MIBB)
over priced by 10c...,/servlets/forum/800006820.jsp?fp=25,"Jun 4, 12:54 PM",1,Stock: [DIALOG-C28]: DIALOG-C28
Hi any news,/servlets/forum/800006327.jsp?fp=25,"Jun 2, 07:29 PM",2,Stock: [BAT-CJ]: BAT-CJ: CW BRITISH AMERICAN TOBACCO MSIA BHD (CIMB)
wake up loo...need more synergy...sigh,/servlets/forum/800001715.jsp?fp=25,"Jun 1, 12:50 PM",133,Stock: [PARAGON]: PARAGON UNION BHD
any news or status for this share?,/servlets/forum/800000819.jsp?fp=25,"May 31, 09:15 PM","1,507",Stock: [KINSTEL]: KINSTEEL BHD
Buy?,/servlets/forum/800006590.jsp?fp=25,"May 30, 01:27 PM",10,Stock: [FBMKLCI-H4P]: FBMKLCI-H4P: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB)
"hi guys,if i have 65000 lot of this warrant,how much i need to pay when it is ...",/servlets/forum/800006194.jsp?fp=25,"May 26, 07:06 PM",1,Stock: [POS-C12]: POS-C12: CW POS MALAYSIA BHD (RHB)
Wait klci 1700,/servlets/forum/800006704.jsp?fp=25,"May 25, 02:17 PM",6,Stock: [FBMKLCI-H4Q]: FBMKLCI-H4Q: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB)
someone panic selling until 0.480 just now...,/servlets/forum/800000857.jsp?fp=25,"May 25, 09:41 AM",356,Stock: [HEVEA-WB]: HEVEABOARD BHD-WARRANTS 10/20
Just one month left Not brave to buy,/servlets/forum/800001939.jsp?fp=25,"May 25, 12:28 AM",412,Stock: [MALTON-WB]: MALTON BHD-WARRANTS 11/18
Buy this to hedge it,/servlets/forum/800006825.jsp?fp=25,"May 24, 06:55 PM",1,Stock: [FBMKLCI-H4T]: FBMKLCI-H4T
Menara HUp Seng or Menara HAp Seng?,#,"May 22, 11:41 AM",1,
Downsizing  http://www.theedgemarkets.com/article/ipmuda-disposes-two-properti...,/servlets/forum/800001085.jsp?fp=26,"May 21, 11:54 PM",311,Stock: [IPMUDA]: IPMUDA BHD
"hehe, no cash how to support.....",/servlets/forum/800002392.jsp?fp=26,"May 21, 05:14 PM",25,Stock: [ATTA-WB]: SMPC CORP-WARRANTS 12/22
anynews on Wintoni,/servlets/forum/800003461.jsp?fp=26,"May 18, 09:24 AM",107,Stock: [WINTONI-WA]: WINTONI-WA
"got buyer ah, the first day its listing. Appeared as Buy Queue leh. 3660668",/servlets/forum/800001239.jsp?fp=26,"May 18, 12:38 AM",839,Stock: [CME]: CME GROUP BHD
Komidi,/servlets/forum/800001161.jsp?fp=26,"May 16, 12:37 AM",156,Stock: [WMG]: WMG HOLDINGS BHD
Come on Petron...fly....,/servlets/forum/800006267.jsp?fp=26,"May 15, 02:31 PM",5,Stock: [PETRONM-CG]: PETRONM-CG: CW PETRON MALAYSIA REFINING & MARKETING BHD (MIBB)
15/5...buy...buy,/servlets/forum/800003558.jsp?fp=26,"May 14, 10:03 PM",91,Stock: [SEACERA-WB]: SEACERA GROUP BHD
LBS owned MLglobal or MGB...which mlglobal secure various contract job during ...,/servlets/forum/800004557.jsp?fp=26,"May 14, 01:04 PM",2,Stock: [LBS-WB]: LBS BINA GROUP BHD
Huh! What happen?,/servlets/forum/800002996.jsp?fp=26,"May 14, 11:33 AM",23,Stock: [LUSTER-WB]: LUSTER INDUSTRIES-WARR 13/23
Not only that...,/servlets/forum/800001564.jsp?fp=26,"May 11, 12:36 AM",315,Stock: [EPMB]: EP MANUFACTURING BHD
this stock is managed by a group of crooks,/servlets/forum/800004356.jsp?fp=26,"Apr 30, 12:23 PM",69,Stock: [TMCLIFE-WB]: TMC LIFE SCIENCES BHD
received today. RM115 for 10k units,/servlets/forum/800003086.jsp?fp=26,"Apr 30, 11:12 AM","21,584",Stock: [SONA]: SONA PETROLEUM BHD
439445,/servlets/forum/800004161.jsp?fp=26,"Apr 28, 10:55 PM",4,Stock: [FBMKLCI-HN]: FBMKLCI-HN
pls keep moving up...,/servlets/forum/800006549.jsp?fp=26,"Apr 27, 10:48 PM",3,Stock: [PA-WB]: P.A. RESOURCES BERHAD
Post removed. Why? ,/servlets/forum/800006914.jsp?fp=26,"Apr 27, 09:45 PM",1,Stock: [CAELY-WA]: CAELY HOLDINGS BHD
going to delisted soon,/servlets/forum/800001577.jsp?fp=26,"Apr 27, 04:09 PM",312,Stock: [SNC]: SAND NISKO CAPITAL BHD
"Insides News, there got over contract multi billion.",/servlets/forum/800000145.jsp?fp=26,"Apr 24, 01:34 PM",444,Stock: [MICROLN]: MICROLINK SOLUTIONS BHD
"Why drop,  no good ha!",/servlets/forum/800006413.jsp?fp=26,"Apr 24, 12:44 PM",1,Stock: [PMETAL-C6]: PMETAL-C6: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (CIMB)
maximum capacity oredi engine kena overhaul,/servlets/forum/800002391.jsp?fp=26,"Apr 23, 04:03 PM",68,Stock: [ATTA-LA]: SMPC CORP - ICULS 12/22
After pp possibly can up,/servlets/forum/800001278.jsp?fp=26,"Apr 18, 08:16 PM",20,Stock: [PLB]: PLB ENGINEERING BHD
Come today break the 0.68,/servlets/forum/800006882.jsp?fp=26,"Apr 18, 12:42 PM",2,Stock: [KMLOONG-WB]: KIM LOONG RESOURCES BERHAD
all the warants masuk drain...,/servlets/forum/800001194.jsp?fp=26,"Apr 16, 03:29 PM",118,Stock: [YTLPOWR-WB]: YTL POWER INT BHD 08/18-WB
we can reach top target liao,/servlets/forum/800004387.jsp?fp=26,"Apr 13, 04:43 PM",48,Stock: [XDL-WC]: 
Top up somemore. Avg cost 215.,/servlets/forum/800006618.jsp?fp=26,"Mar 19, 02:34 PM",5,Stock: [GKENT-CE]: GKENT-CE: CW GEORGE KENT (MALAYSIA) BHD (KIBB)
This shit has never given dividend before？wtf,/servlets/forum/800000286.jsp?fp=26,"Apr 11, 08:54 PM",9,Stock: [CIMBC50]: CIMB FTSE CHINA 25
keke ada discount ?,/servlets/forum/800004799.jsp?fp=26,"Apr 9, 04:05 PM",11,Stock: [LAMBO-WA]: ORIENTED MEDIA GROUP BERHAD
Soon to become rm1,/servlets/forum/800001285.jsp?fp=26,"Apr 9, 04:08 AM",120,Stock: [KHIND]: KHIND HOLDINGS BHD
Most of the ppl stay side way...better have put option rather than share on ha...,/servlets/forum/800006423.jsp?fp=26,"Apr 8, 12:03 PM",6,Stock: [HSI-H2Y]: HSI-H2Y: PW HANG SENG INDEX (MACQ)
waow,/servlets/forum/800006314.jsp?fp=26,"Apr 6, 10:25 AM",3,Stock: [HSI-H2W]: HSI-H2W: PW HANG SENG INDEX (MACQ)
Trying some luck at 15cents. Looks too cheap. Huat!,/servlets/forum/800000909.jsp?fp=26,"Apr 4, 11:34 AM",71,Stock: [PANTECH-WA]: PANTECH GROUP-WARRANTS 10/20
now play hwatai,/servlets/forum/800003145.jsp?fp=26,"Mar 21, 09:04 AM",324,Stock: [SOLID]: SOLID AUTOMOTIVE BHD
lucky。。。,/servlets/forum/800003690.jsp?fp=26,"Apr 2, 01:01 PM",24,Stock: [JAG-WA]: JAG BHD
"hhahahahaha   i told you sold about c 29  hhahaha   3 sen, 3.5 sen all wallop ...",/servlets/forum/800006708.jsp?fp=26,"Mar 31, 01:08 PM",1,Stock: [MRCB-C29]: MRCB-C29: CW MALAYSIAN RESOURCES CORPORATION BERHAD (CIMB)
For this month Sapind seem is the best results KO all big companyo ok not bad ...,/servlets/forum/800001569.jsp?fp=26,"Mar 31, 12:21 AM",246,Stock: [SAPIND]: SAPURA INDUSTRIAL BHD
limit up?,/servlets/forum/800006745.jsp?fp=26,"Mar 28, 05:14 PM",2,Stock: [HSI-H4F]: HSI-H4F: PW HANG SENG INDEX (MACQ)
5 mth ago I bought only 0.05 cent for 100 lot......now 0.30 cent already GG?,/servlets/forum/800002975.jsp?fp=26,"Mar 28, 11:01 AM",42,Stock: [CUSCAPI-WA]: CUSCAPI BERHAD - WA13/18
Last day 4/4/18,/servlets/forum/800004249.jsp?fp=26,"Mar 27, 08:37 PM",41,Stock: [DGB-WA]: 
"This is not company warrant, this is investment structural call warrant. This ...",/servlets/forum/800006544.jsp?fp=26,"Mar 26, 07:49 PM",2,Stock: [MAHSING-C13]: MAHSING-C13: CW MAH SING GROUP BHD (KIBB)
"Thanks u hklcheng , check out already , lucky no loose all",/servlets/forum/800005996.jsp?fp=26,"Mar 24, 08:37 AM",6,Stock: [FGV-C31]: FGV-C31: CW FELDA GLOBAL VENTURES HLDGS BHD (CIMB)
母股低于行使价格1.50 到期就变废纸，期限短18/9/2018。  很多小股民买在高风险这warrant.都是损失了大部资金。,/servlets/forum/800003167.jsp?fp=26,"Feb 28, 03:05 PM",22,Stock: [UNIMECH-WA]: UNIMECH GROUP BHD-WA13/18
Unimech waran pun boleh pantau harga sekitar 3.5 sen dan 4 sen,#,"Mar 20, 05:22 PM",124,
Unimech waran pun boleh pantau harga sekitar 3.5 sen dan 4 sen,/servlets/forum/800001612.jsp?fp=27,"Mar 20, 05:22 PM",124,Stock: [LBICAP]: LBI CAPITAL BHD
bye bye,/servlets/forum/800006237.jsp?fp=27,"Mar 19, 06:15 PM",1,Stock: [MRCB-C25]: MRCB-C25: CW MALAYSIAN RESOURCES CORP BHD (MACQ)
Things get excited here.   thanks to the presence of calvintaneng,/servlets/forum/800006244.jsp?fp=27,"Mar 18, 02:13 AM",2,Stock: [MRCB-C26]: MRCB-C26: CW MALAYSIAN RESOURCES CORPORATION BERHAD (CIMB)
BUYBUYBUY,/servlets/forum/800003049.jsp?fp=27,"Mar 16, 12:54 AM",7,Stock: [CHGP-WA]: BOON KOON GROUP BHD- WA 13/23
very slow,/servlets/forum/800004044.jsp?fp=27,"Mar 15, 12:06 PM",4,Stock: [KOMARK-WB]: KOMARKCORP BHD
"You see everyday also RM1 million queuing, then can beli lo. But at your own r...",/servlets/forum/800004178.jsp?fp=27,"Mar 13, 10:21 AM",4,Stock: [MAXWELL-WA]: MAXWELL INTERNATIONAL HOLDINGS BHD
Anyone know when exp?,/servlets/forum/800003499.jsp?fp=27,"Mar 12, 11:28 AM",45,Stock: [ASDION-WB]: ASDION BHD
Call Warrant is the financial instrument that most of them will likely become ...,/servlets/forum/800006238.jsp?fp=27,"Mar 12, 10:25 AM",4,Stock: [HENGYUAN-CG]: HENGYUAN-CG: CW HENGYUAN REFINING COMPANY BHD (MACQ)
Ending,/servlets/forum/800000934.jsp?fp=27,"Mar 12, 09:41 AM","1,590",Stock: [PERWAJA]: PERWAJA HOLDINGS BERHAD
just woke up today..,/servlets/forum/800000167.jsp?fp=27,"Mar 9, 11:01 AM",27,Stock: [INNITY]: INNITY CORP BHD
gereng belum masak sudah kasi angkat,/servlets/forum/800001613.jsp?fp=27,"Mar 9, 10:43 AM",43,Stock: [LBICAP-WA]: LBI CAPITAL BHD-WARRANT A 08/8
Campus dkt mana tuuu...,/servlets/forum/800000678.jsp?fp=27,"Nov 20, 10:40 AM",47,Stock: [TURIYA]: TURIYA BHD
Can have some pro to advise here ?,/servlets/forum/800005075.jsp?fp=27,"Apr 1, 04:36 PM",6,Stock: [CONNECT-PA]: CONNECTCOUNTY HOLDINGS BERHAD
undervalued by 6% (2.0 cent) gap to mother share.,/servlets/forum/800005074.jsp?fp=27,"May 1, 07:39 PM",2,Stock: [CONNECT-WB]: CONNECTCOUNTY HOLDINGS BERHAD
undervalued by 6% (1.5 cent) gap to mother share,/servlets/forum/800002043.jsp?fp=27,"May 1, 07:40 PM",13,Stock: [CONNECT-WA]: CONNECTCOUNTY HLD BHD-WA 11/21
Thanks for info,/servlets/forum/800002974.jsp?fp=27,"Mar 7, 10:05 PM",50,Stock: [TOYOINK-WA]: TOYOINK GROUP BHD - WA 13/18
any sifu can teach how to exercise warrant?,/servlets/forum/800002946.jsp?fp=27,"Mar 7, 04:54 PM",25,Stock: [N2N-WA]: N2N CONNECT BERHAD-WA 13/18
Rhb con price again?!  wtf!?,/servlets/forum/800006433.jsp?fp=27,"Mar 6, 03:39 PM",2,Stock: [KERJAYA-CH]: KERJAYA-CH: CW KERJAYA PROSPEK GROUP BERHAD (RHB)
?,/servlets/forum/800000329.jsp?fp=27,"Mar 5, 09:35 PM",3,Stock: [ALLIANZ-PA]: ALLIANZ MALAYSIA BHD-ICPS
fuyoo....,/servlets/forum/800006474.jsp?fp=27,"Jan 16, 06:41 PM",4,Stock: [MMAG-PA]: MMAG HOLDINGS BERHAD
"Petronas Gas strike oil Petronas hits oil in West Africa  Monday, 5 Mar 2018  ...",/servlets/forum/800006526.jsp?fp=27,"Mar 5, 03:53 PM",1,Stock: [PETGAS-CQ]: PETGAS-CQ: CW PETRONAS GAS BHD (RHB)
Pak Mail where are you,/servlets/forum/800000463.jsp?fp=27,"Mar 2, 10:02 PM",1,Stock: [AMOLEK]: AYER MOLEK RUBBER CO BHD  THE
your dealer/remisier will ask you then..still want to convert?better buy mothe...,/servlets/forum/800002922.jsp?fp=27,"Mar 1, 05:20 PM",150,Stock: [MAHSING-WB]: MAH SING GROUP BHD-WARR 13/18
Don simply say limit up lar please. If someone follow and no limit up. Apa mac...,/servlets/forum/800004053.jsp?fp=27,"Feb 28, 08:08 PM",7,Stock: [LONBISC-WA]: LONDON BISCUITS BHD
"Once was recommended by iCapital, after the fire incidend, all collapsed.",/servlets/forum/800000142.jsp?fp=27,"Feb 28, 03:51 PM",9,Stock: [AIM]: ADVANCE INFORMATION MARKETING BHD
New shareholder coming in???,/servlets/forum/800002367.jsp?fp=27,"Jan 15, 12:29 PM",3,Stock: [MERIDIAN-WB]: MEDA INC.BHD-WB 2012/2022
提醒: 投资银行压低母股的股票让持有call warrant变成废纸！  投资银行与大股东（庄家）合作将推出call warrant让小股民购买，用废纸换真...,/servlets/forum/800006421.jsp?fp=27,"Feb 28, 09:17 AM",1,Stock: [GENM-C30]: GENM-C30: CW GENTING MALAYSIA BHD (MACQ)
提醒: 投资银行压低母股的股票让持有call warrant变成废纸！  投资银行与大股东（庄家）合作将推出call warrant让小股民购买，用废纸换真...,/servlets/forum/800006429.jsp?fp=27,"Feb 28, 09:12 AM",1,Stock: [ARMADA-C33]: ARMADA-C33: CW BUMI ARMADA BERHAD (RHB)
提醒: 投资银行压低母股的股票让持有call warrant变成废纸！  投资银行与大股东（庄家）合作将推出call warrant让小股民购买，用废纸换真...,/servlets/forum/800006268.jsp?fp=27,"Feb 28, 09:12 AM",1,Stock: [HENGYUAN-CJ]: HENGYUAN-CJ: CW HENGYUAN REFINING COMPANY BERHAD (MIBB)
提醒: 投资银行压低母股的股票让持有call warrant变成废纸！  投资银行与大股东（庄家）合作将推出call warrant让小股民购买，用废纸换真...,/servlets/forum/800006673.jsp?fp=27,"Feb 28, 09:11 AM",1,Stock: [SAPNRGC63]: SAPNRGC63: CW SAPURA ENERGY BERHAD (RHB)
提醒: 投资银行压低母股的股票让持有call warrant变成废纸！  投资银行与大股东（庄家）合作将推出call warrant让小股民购买，用废纸换真...,/servlets/forum/800006591.jsp?fp=27,"Feb 28, 09:03 AM",12,Stock: [HENGYUAN-CO]: HENGYUAN-CO: CW HENGYUAN REFINING COMPANY BERHAD (CIMB)
提醒: 投资银行压低母股的股票让持有call warrant变成废纸！  投资银行与大股东（庄家）合作将推出call warrant让小股民购买，用废纸换真...,/servlets/forum/800006356.jsp?fp=27,"Nov 30, 03:53 PM",1,Stock: [MHB-C5]: MHB-C5: CW M'SIA MARINE & HEAVY ENG HLDGS BHD (KIBB)
提醒: 投资银行压低母股的股票让持有call warrant变成废纸！  投资银行与大股东（庄家）合作将推出call warrant让小股民购买，用废纸换真...,/servlets/forum/800006733.jsp?fp=27,"Feb 28, 09:01 AM",1,Stock: [HIBISCS-CC]: HIBISCS-CC: CW HIBISCUS PETROLEUM BHD (MACQ)
"What goes down must goes up,just my two cents",/servlets/forum/800006363.jsp?fp=27,"Feb 27, 06:18 PM",2,Stock: [EAH-WD]: EA HOLDINGS BERHAD
buy n hold guys...its look like its going to follow MUDA..and ORNA...paper tre...,/servlets/forum/800001603.jsp?fp=27,"Feb 27, 11:49 AM",49,Stock: [KYM]: KYM HOLDINGS BHD
Gap down,/servlets/forum/800001070.jsp?fp=27,"Feb 26, 05:47 PM",68,Stock: [OCB]: OCB BHD
"PBB C15 current price of RM0.455. Since PBB @ RM22.92, with exercise price RM2...",/servlets/forum/800006033.jsp?fp=27,"Feb 26, 03:08 PM",1,Stock: [PBBANK-C15]: PBBANK-C15: CW PUBLIC BANK BERHAD (CIMB)
coming ??,/servlets/forum/800003399.jsp?fp=27,"Feb 26, 10:07 AM",74,Stock: [EKA-WA]: EKA-WA
Post removed. Why? ,/servlets/forum/800004663.jsp?fp=27,"Feb 22, 10:50 PM",114,Stock: [BORNOIL-WC]: BORNEO OIL BERHAD
tomorrow last?,/servlets/forum/800005913.jsp?fp=27,"Feb 22, 12:53 PM",1,Stock: [RHBBANK-C2]: RHBBANK-C2: CW RHB BANK BERHAD (CIMB)
It's a buy call,/servlets/forum/800001412.jsp?fp=27,"Feb 19, 07:37 PM","3,269",Stock: [DWL]: SPRING GALLERY BHD
no ang pow from hh?,/servlets/forum/800003647.jsp?fp=27,"Feb 15, 11:03 AM","2,052",Stock: [HHGROUP]: HENG HUAT RESOURCES GROUP BHD
Limit up? Gap down,/servlets/forum/800001179.jsp?fp=27,"Feb 13, 06:27 PM",130,Stock: [PNEPCB]: PNE PCB BHD
Wednesday up,/servlets/forum/800006129.jsp?fp=27,"Feb 13, 12:59 PM",1,Stock: [HSI-C1Q]: HSI-C1Q: CW HANG SENG INDEX (MACQ)
Waw,/servlets/forum/800006313.jsp?fp=27,"Feb 9, 05:30 PM",1,Stock: [HSI-H2V]: HSI-H2V: PW HANG SENG INDEX (MACQ)
worth the bet haha,/servlets/forum/800006226.jsp?fp=27,"Feb 6, 10:16 AM",1,Stock: [FBMKLCI-H4H]: FBMKLCI-H4H: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB)
this share gonna hit all time high meh! when economy oil price and real estate...,#,"Feb 6, 01:31 AM",80,
this share gonna hit all time high meh! when economy oil price and real estate...,/servlets/forum/800001649.jsp?fp=28,"Feb 6, 01:31 AM",80,Stock: [KAMDAR]: KAMDAR GROUP (M) BHD
No hope unless have white knight.,/servlets/forum/800001758.jsp?fp=28,"Jan 30, 03:05 PM",2,Stock: [MAXBIZ]: MAXBIZ CORPORATION BHD
She went down beautifully,/servlets/forum/800001276.jsp?fp=28,"Jan 30, 11:24 AM",14,Stock: [SEEHUP]: SEE HUP CONSOLIDATED BHD
guess u board the same boat....  dont know who had so much ticket to throw at ...,/servlets/forum/800004975.jsp?fp=28,"Jan 29, 04:37 PM",126,Stock: [DWL-WA]: SPRING GALLERY BERHAD
sapuuuuu 0.305,/servlets/forum/800006249.jsp?fp=28,"Jan 29, 09:33 AM",4,Stock: [TENAGA-C39]: TENAGA-C39: CW TENAGA NASIONAL BHD (CIMB)
this have more upside at least 1.75,/servlets/forum/800006095.jsp?fp=28,"Dec 29, 10:47 AM",115,Stock: [HENGYUAN-CA]: HENGYUAN-CA: CW HENGYUAN REFINING COMPANY BHD (RHB)
"Boost > what I mean is, in ringgit terms, you might not see as good a retu...",/servlets/forum/800006480.jsp?fp=28,"Jan 27, 02:48 AM",4,Stock: [GOLDETF]: GOLDETF
i just wonder that i bought a warrant (DSONIC-CX) and its has expired. will i ...,/servlets/forum/800006006.jsp?fp=28,"Jan 25, 05:19 PM",1,Stock: [DSONIC-CX]: DSONIC-CX: CW DATASONIC GROUP BERHAD (MACQ)
